no,gender,age,height,weight,ta,hr,season,tsv,bmi,griffith,count,male,female,young,old,short,medium,tall,height_avg,thin,normal,fat,weight_avg,bmi_l,bmi_n,bmi_h,bmi_avg,grf_l,grf_n,grf_h,grf_avg
1,0,22,164,45.0,24.2,56.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.6,54.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.6,54.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.7,42.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,29.8,58.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.3,46.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.3,46.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.2,45.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.2,45.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.2,45.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,28.3,54.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.8,45.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.8,45.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,29.9,50.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.2,49.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.1,46.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.0,48.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.0,48.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,29.0,59.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,22.8,50.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,29.9,50.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.3,55.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.5,46.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.1,46.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,29.9,55.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,28.5,45.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,28.5,45.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.4,44.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.1,54.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.5,60.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.8,64.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,27.7,63.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,23.7,57.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.3,55.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,27.1,58.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,27.0,61.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.0,58.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.0,59.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.1,58.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,23.8,55.0,0,0.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.3,67.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,27.6,59.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.9,56.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,26.5,55.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.5,48.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,25.5,49.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,27.1,52.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,22.4,66.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,22.7,66.0,0,2.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,24.9,58.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
1,0,22,164,45.0,27.2,52.0,0,1.0,16.73,0.96,69,1.0,0.6428571428571429,1.0,0.32142857142857145,1.0,0.8076923076923077,0.9615384615384616,181.08695652173913,1.0,0.6571428571428571,0.5428571428571428,72.36376811594204,0.17647058823529413,1.0,0.17647058823529413,21.33420289855072,0.8181818181818182,1.0,0.2727272727272727,1.2424637681159423
